#    	x	    f(x)	         f'(x)	    f'(x) 	   f''(x)	    f''(x)
#    	 	         	       analytical    finite    analytical    finite
     3.612	    -0.071	     0.044	     0.044	    -0.017	    -0.017
     3.614	    -0.070	     0.043	     0.043	    -0.017	    -0.017
     3.616	    -0.070	     0.043	     0.043	    -0.017	    -0.017
     3.618	    -0.070	     0.043	     0.043	    -0.017	    -0.017
     3.620	    -0.070	     0.043	     0.043	    -0.017	    -0.017
     3.622	    -0.070	     0.043	     0.043	    -0.017	    -0.017
     3.624	    -0.070	     0.043	     0.043	    -0.017	    -0.017
     3.626	    -0.070	     0.043	     0.043	    -0.017	    -0.017
     3.628	    -0.070	     0.043	     0.043	    -0.017	    -0.017
     3.630	    -0.070	     0.043	     0.043	    -0.017	    -0.017
     3.632	    -0.070	     0.043	     0.043	    -0.017	    -0.017
     3.634	    -0.070	     0.043	     0.043	    -0.017	    -0.017
     3.636	    -0.069	     0.043	     0.043	    -0.017	    -0.017
     3.638	    -0.069	     0.043	     0.043	    -0.017	    -0.017
     3.640	    -0.069	     0.043	     0.043	    -0.017	    -0.017
     3.642	    -0.069	     0.043	     0.043	    -0.017	    -0.017
     3.644	    -0.069	     0.043	     0.043	    -0.017	    -0.017
     3.646	    -0.069	     0.043	     0.043	    -0.017	    -0.017
     3.648	    -0.069	     0.043	     0.043	    -0.017	    -0.017
     3.650	    -0.069	     0.043	     0.043	    -0.017	    -0.017
     3.652	    -0.069	     0.043	     0.043	    -0.017	    -0.017
     3.654	    -0.069	     0.043	     0.043	    -0.017	    -0.017
     3.656	    -0.069	     0.043	     0.043	    -0.017	    -0.017
     3.658	    -0.069	     0.043	     0.043	    -0.017	    -0.017
     3.660	    -0.068	     0.043	     0.043	    -0.017	    -0.017
     3.662	    -0.068	     0.043	     0.043	    -0.017	    -0.017
     3.664	    -0.068	     0.043	     0.043	    -0.017	    -0.017
     3.666	    -0.068	     0.043	     0.043	    -0.017	    -0.017
     3.668	    -0.068	     0.043	     0.043	    -0.017	    -0.017
     3.670	    -0.068	     0.043	     0.043	    -0.017	    -0.017
     3.672	    -0.068	     0.043	     0.042	    -0.017	    -0.017
     3.674	    -0.068	     0.042	     0.042	    -0.017	    -0.017
     3.676	    -0.068	     0.042	     0.042	    -0.017	    -0.017
     3.678	    -0.068	     0.042	     0.042	    -0.017	    -0.017
     3.680	    -0.068	     0.042	     0.042	    -0.017	    -0.017
     3.682	    -0.068	     0.042	     0.042	    -0.017	    -0.017
     3.684	    -0.067	     0.042	     0.042	    -0.017	    -0.017
     3.686	    -0.067	     0.042	     0.042	    -0.017	    -0.017
     3.688	    -0.067	     0.042	     0.042	    -0.017	    -0.017
     3.690	    -0.067	     0.042	     0.042	    -0.017	    -0.017
     3.692	    -0.067	     0.042	     0.042	    -0.017	    -0.017
     3.694	    -0.067	     0.042	     0.042	    -0.017	    -0.017
     3.696	    -0.067	     0.042	     0.042	    -0.017	    -0.017
     3.698	    -0.067	     0.042	     0.042	    -0.017	    -0.017
     3.700	    -0.067	     0.042	     0.042	    -0.017	    -0.017
     3.702	    -0.067	     0.042	     0.042	    -0.017	    -0.017
     3.704	    -0.067	     0.042	     0.042	    -0.017	    -0.017
     3.706	    -0.066	     0.042	     0.042	    -0.017	    -0.017
     3.708	    -0.066	     0.042	     0.042	    -0.017	    -0.017
     3.710	    -0.066	     0.042	     0.042	    -0.017	    -0.017
     3.712	    -0.066	     0.042	     0.042	    -0.017	    -0.017
     3.714	    -0.066	     0.042	     0.042	    -0.017	    -0.017
     3.716	    -0.066	     0.042	     0.042	    -0.017	    -0.017
     3.718	    -0.066	     0.042	     0.042	    -0.017	    -0.017
     3.720	    -0.066	     0.042	     0.042	    -0.017	    -0.017
     3.722	    -0.066	     0.042	     0.042	    -0.017	    -0.017
     3.724	    -0.066	     0.042	     0.042	    -0.017	    -0.017
     3.726	    -0.066	     0.042	     0.042	    -0.017	    -0.017
     3.728	    -0.066	     0.042	     0.042	    -0.018	    -0.018
     3.730	    -0.065	     0.042	     0.041	    -0.018	    -0.018
     3.732	    -0.065	     0.041	     0.041	    -0.018	    -0.018
     3.734	    -0.065	     0.041	     0.041	    -0.018	    -0.018
     3.736	    -0.065	     0.041	     0.041	    -0.018	    -0.018
     3.738	    -0.065	     0.041	     0.041	    -0.018	    -0.018
     3.740	    -0.065	     0.041	     0.041	    -0.018	    -0.018
     3.742	    -0.065	     0.041	     0.041	    -0.018	    -0.018
     3.744	    -0.065	     0.041	     0.041	    -0.018	    -0.018
     3.746	    -0.065	     0.041	     0.041	    -0.018	    -0.018
     3.748	    -0.065	     0.041	     0.041	    -0.018	    -0.018
     3.750	    -0.065	     0.041	     0.041	    -0.018	    -0.018
     3.752	    -0.065	     0.041	     0.041	    -0.018	    -0.018
     3.754	    -0.065	     0.041	     0.041	    -0.018	    -0.018
     3.756	    -0.064	     0.041	     0.041	    -0.018	    -0.018
     3.758	    -0.064	     0.041	     0.041	    -0.018	    -0.018
     3.760	    -0.064	     0.041	     0.041	    -0.018	    -0.018
     3.762	    -0.064	     0.041	     0.041	    -0.018	    -0.018
     3.764	    -0.064	     0.041	     0.041	    -0.018	    -0.018
     3.766	    -0.064	     0.041	     0.041	    -0.018	    -0.018
     3.768	    -0.064	     0.041	     0.041	    -0.018	    -0.018
     3.770	    -0.064	     0.041	     0.041	    -0.018	    -0.018
     3.772	    -0.064	     0.041	     0.041	    -0.018	    -0.018
     3.774	    -0.064	     0.041	     0.041	    -0.018	    -0.018
     3.776	    -0.064	     0.041	     0.041	    -0.018	    -0.018
     3.778	    -0.064	     0.041	     0.041	    -0.018	    -0.018
     3.780	    -0.063	     0.041	     0.041	    -0.018	    -0.018
     3.782	    -0.063	     0.041	     0.041	    -0.018	    -0.018
     3.784	    -0.063	     0.041	     0.041	    -0.018	    -0.018
     3.786	    -0.063	     0.041	     0.041	    -0.018	    -0.018
     3.788	    -0.063	     0.040	     0.040	    -0.018	    -0.018
     3.790	    -0.063	     0.040	     0.040	    -0.018	    -0.018
     3.792	    -0.063	     0.040	     0.040	    -0.018	    -0.018
     3.794	    -0.063	     0.040	     0.040	    -0.018	    -0.018
     3.796	    -0.063	     0.040	     0.040	    -0.018	    -0.018
     3.798	    -0.063	     0.040	     0.040	    -0.018	    -0.018
     3.800	    -0.063	     0.040	     0.040	    -0.018	    -0.018
     3.802	    -0.063	     0.040	     0.040	    -0.018	    -0.018
     3.804	    -0.062	     0.040	     0.040	    -0.018	    -0.018
     3.806	    -0.062	     0.040	     0.040	    -0.018	    -0.018
     3.808	    -0.062	     0.040	     0.040	    -0.018	    -0.018
     3.810	    -0.062	     0.040	     0.040	    -0.018	    -0.018
     3.812	    -0.062	     0.040	     0.040	    -0.018	    -0.018
     3.814	    -0.062	     0.040	     0.040	    -0.018	    -0.018
     3.816	    -0.062	     0.040	     0.040	    -0.018	    -0.018
     3.818	    -0.062	     0.040	     0.040	    -0.018	    -0.018
     3.820	    -0.062	     0.040	     0.040	    -0.018	    -0.018
     3.822	    -0.062	     0.040	     0.040	    -0.018	    -0.018
     3.824	    -0.062	     0.040	     0.040	    -0.018	    -0.018
     3.826	    -0.062	     0.040	     0.040	    -0.018	    -0.018
     3.828	    -0.062	     0.040	     0.040	    -0.018	    -0.018
     3.830	    -0.061	     0.040	     0.040	    -0.018	    -0.018
     3.832	    -0.061	     0.040	     0.040	    -0.018	    -0.018
     3.834	    -0.061	     0.040	     0.040	    -0.018	    -0.018
     3.836	    -0.061	     0.040	     0.040	    -0.018	    -0.018
     3.838	    -0.061	     0.040	     0.040	    -0.018	    -0.018
     3.840	    -0.061	     0.040	     0.040	    -0.018	    -0.018
     3.842	    -0.061	     0.040	     0.039	    -0.018	    -0.018
     3.844	    -0.061	     0.039	     0.039	    -0.018	    -0.018
     3.846	    -0.061	     0.039	     0.039	    -0.018	    -0.018
     3.848	    -0.061	     0.039	     0.039	    -0.018	    -0.018
     3.850	    -0.061	     0.039	     0.039	    -0.018	    -0.018
     3.852	    -0.061	     0.039	     0.039	    -0.018	    -0.018
     3.854	    -0.060	     0.039	     0.039	    -0.018	    -0.018
     3.856	    -0.060	     0.039	     0.039	    -0.018	    -0.018
     3.858	    -0.060	     0.039	     0.039	    -0.018	    -0.018
     3.860	    -0.060	     0.039	     0.039	    -0.018	    -0.018
     3.862	    -0.060	     0.039	     0.039	    -0.018	    -0.018
     3.864	    -0.060	     0.039	     0.039	    -0.018	    -0.018
     3.866	    -0.060	     0.039	     0.039	    -0.018	    -0.018
     3.868	    -0.060	     0.039	     0.039	    -0.018	    -0.018
     3.870	    -0.060	     0.039	     0.039	    -0.018	    -0.018
     3.872	    -0.060	     0.039	     0.039	    -0.018	    -0.018
     3.874	    -0.060	     0.039	     0.039	    -0.018	    -0.018
     3.876	    -0.060	     0.039	     0.039	    -0.018	    -0.018
     3.878	    -0.060	     0.039	     0.039	    -0.018	    -0.018
     3.880	    -0.059	     0.039	     0.039	    -0.018	    -0.018
     3.882	    -0.059	     0.039	     0.039	    -0.018	    -0.018
     3.884	    -0.059	     0.039	     0.039	    -0.018	    -0.018
     3.886	    -0.059	     0.039	     0.039	    -0.018	    -0.018
     3.888	    -0.059	     0.039	     0.039	    -0.018	    -0.018
     3.890	    -0.059	     0.039	     0.039	    -0.018	    -0.018
     3.892	    -0.059	     0.039	     0.039	    -0.018	    -0.018
     3.894	    -0.059	     0.039	     0.039	    -0.018	    -0.018
     3.896	    -0.059	     0.039	     0.039	    -0.018	    -0.018
     3.898	    -0.059	     0.038	     0.038	    -0.018	    -0.018
     3.900	    -0.059	     0.038	     0.038	    -0.018	    -0.018
     3.902	    -0.059	     0.038	     0.038	    -0.018	    -0.018
     3.904	    -0.059	     0.038	     0.038	    -0.018	    -0.018
     3.906	    -0.058	     0.038	     0.038	    -0.018	    -0.018
     3.908	    -0.058	     0.038	     0.038	    -0.018	    -0.018
     3.910	    -0.058	     0.038	     0.038	    -0.018	    -0.018
     3.912	    -0.058	     0.038	     0.038	    -0.018	    -0.018
     3.914	    -0.058	     0.038	     0.038	    -0.018	    -0.018
     3.916	    -0.058	     0.038	     0.038	    -0.018	    -0.018
     3.918	    -0.058	     0.038	     0.038	    -0.018	    -0.018
     3.920	    -0.058	     0.038	     0.038	    -0.018	    -0.018
     3.922	    -0.058	     0.038	     0.038	    -0.018	    -0.018
     3.924	    -0.058	     0.038	     0.038	    -0.018	    -0.018
     3.926	    -0.058	     0.038	     0.038	    -0.018	    -0.018
     3.928	    -0.058	     0.038	     0.038	    -0.018	    -0.018
     3.930	    -0.058	     0.038	     0.038	    -0.018	    -0.018
     3.932	    -0.057	     0.038	     0.038	    -0.018	    -0.018
     3.934	    -0.057	     0.038	     0.038	    -0.018	    -0.018
     3.936	    -0.057	     0.038	     0.038	    -0.018	    -0.018
     3.938	    -0.057	     0.038	     0.038	    -0.018	    -0.018
     3.940	    -0.057	     0.038	     0.038	    -0.018	    -0.018
     3.942	    -0.057	     0.038	     0.038	    -0.018	    -0.018
     3.944	    -0.057	     0.038	     0.038	    -0.018	    -0.018
     3.946	    -0.057	     0.038	     0.038	    -0.018	    -0.018
     3.948	    -0.057	     0.038	     0.038	    -0.018	    -0.018
     3.950	    -0.057	     0.038	     0.038	    -0.018	    -0.018
     3.952	    -0.057	     0.038	     0.037	    -0.018	    -0.018
     3.954	    -0.057	     0.037	     0.037	    -0.018	    -0.018
     3.956	    -0.057	     0.037	     0.037	    -0.018	    -0.018
     3.958	    -0.056	     0.037	     0.037	    -0.018	    -0.018
     3.960	    -0.056	     0.037	     0.037	    -0.018	    -0.018
     3.962	    -0.056	     0.037	     0.037	    -0.018	    -0.018
     3.964	    -0.056	     0.037	     0.037	    -0.018	    -0.018
     3.966	    -0.056	     0.037	     0.037	    -0.018	    -0.018
     3.968	    -0.056	     0.037	     0.037	    -0.018	    -0.018
     3.970	    -0.056	     0.037	     0.037	    -0.018	    -0.018
     3.972	    -0.056	     0.037	     0.037	    -0.018	    -0.018
     3.974	    -0.056	     0.037	     0.037	    -0.018	    -0.018
     3.976	    -0.056	     0.037	     0.037	    -0.018	    -0.018
     3.978	    -0.056	     0.037	     0.037	    -0.018	    -0.018
     3.980	    -0.056	     0.037	     0.037	    -0.018	    -0.018
     3.982	    -0.056	     0.037	     0.037	    -0.018	    -0.018
     3.984	    -0.056	     0.037	     0.037	    -0.018	    -0.018
     3.986	    -0.055	     0.037	     0.037	    -0.018	    -0.018
     3.988	    -0.055	     0.037	     0.037	    -0.018	    -0.018
     3.990	    -0.055	     0.037	     0.037	    -0.018	    -0.018
     3.992	    -0.055	     0.037	     0.037	    -0.018	    -0.018
     3.994	    -0.055	     0.037	     0.037	    -0.018	    -0.018
     3.996	    -0.055	     0.037	     0.037	    -0.018	    -0.018
     3.998	    -0.055	     0.037	     0.037	    -0.018	    -0.022
     4.000	    -0.055	     0.037	     0.037	    -0.018	    -0.022
     4.002	    -0.055	     0.037	     0.037	    -0.018	    -0.018
     4.004	    -0.055	     0.037	     0.037	    -0.018	    -0.018
     4.006	    -0.055	     0.037	     0.036	    -0.018	    -0.018
     4.008	    -0.055	     0.036	     0.036	    -0.018	    -0.018
     4.010	    -0.055	     0.036	     0.036	    -0.018	    -0.018
     4.012	    -0.055	     0.036	     0.036	    -0.018	    -0.018
     4.014	    -0.054	     0.036	     0.036	    -0.018	    -0.018
     4.016	    -0.054	     0.036	     0.036	    -0.018	    -0.018
     4.018	    -0.054	     0.036	     0.036	    -0.018	    -0.018
     4.020	    -0.054	     0.036	     0.036	    -0.018	    -0.018
     4.022	    -0.054	     0.036	     0.036	    -0.018	    -0.018
     4.024	    -0.054	     0.036	     0.036	    -0.018	    -0.018
     4.026	    -0.054	     0.036	     0.036	    -0.018	    -0.018
     4.028	    -0.054	     0.036	     0.036	    -0.018	    -0.018
     4.030	    -0.054	     0.036	     0.036	    -0.018	    -0.018
     4.032	    -0.054	     0.036	     0.036	    -0.018	    -0.018
     4.034	    -0.054	     0.036	     0.036	    -0.018	    -0.018
     4.036	    -0.054	     0.036	     0.036	    -0.018	    -0.018
     4.038	    -0.054	     0.036	     0.036	    -0.018	    -0.018
     4.040	    -0.053	     0.036	     0.036	    -0.018	    -0.018
     4.042	    -0.053	     0.036	     0.036	    -0.018	    -0.018
     4.044	    -0.053	     0.036	     0.036	    -0.018	    -0.018
     4.046	    -0.053	     0.036	     0.036	    -0.018	    -0.018
     4.048	    -0.053	     0.036	     0.036	    -0.018	    -0.018
     4.050	    -0.053	     0.036	     0.036	    -0.018	    -0.018
     4.052	    -0.053	     0.036	     0.036	    -0.018	    -0.018
     4.054	    -0.053	     0.036	     0.036	    -0.018	    -0.018
     4.056	    -0.053	     0.036	     0.036	    -0.018	    -0.018
     4.058	    -0.053	     0.036	     0.036	    -0.018	    -0.018
     4.060	    -0.053	     0.036	     0.036	    -0.018	    -0.018
     4.062	    -0.053	     0.035	     0.035	    -0.018	    -0.018
     4.064	    -0.053	     0.035	     0.035	    -0.018	    -0.018
     4.066	    -0.053	     0.035	     0.035	    -0.018	    -0.018
     4.068	    -0.052	     0.035	     0.035	    -0.018	    -0.018
     4.070	    -0.052	     0.035	     0.035	    -0.018	    -0.018
     4.072	    -0.052	     0.035	     0.035	    -0.018	    -0.018
     4.074	    -0.052	     0.035	     0.035	    -0.018	    -0.018
     4.076	    -0.052	     0.035	     0.035	    -0.018	    -0.018
     4.078	    -0.052	     0.035	     0.035	    -0.018	    -0.018
     4.080	    -0.052	     0.035	     0.035	    -0.018	    -0.018
     4.082	    -0.052	     0.035	     0.035	    -0.018	    -0.018
     4.084	    -0.052	     0.035	     0.035	    -0.018	    -0.018
     4.086	    -0.052	     0.035	     0.035	    -0.018	    -0.018
     4.088	    -0.052	     0.035	     0.035	    -0.018	    -0.018
     4.090	    -0.052	     0.035	     0.035	    -0.018	    -0.018
     4.092	    -0.052	     0.035	     0.035	    -0.018	    -0.018
     4.094	    -0.052	     0.035	     0.035	    -0.018	    -0.018
     4.096	    -0.052	     0.035	     0.035	    -0.018	    -0.018
     4.098	    -0.051	     0.035	     0.035	    -0.018	    -0.018
     4.100	    -0.051	     0.035	     0.035	    -0.018	    -0.018
     4.102	    -0.051	     0.035	     0.035	    -0.018	    -0.018
     4.104	    -0.051	     0.035	     0.035	    -0.018	    -0.018
     4.106	    -0.051	     0.035	     0.035	    -0.018	    -0.018
     4.108	    -0.051	     0.035	     0.035	    -0.018	    -0.018
     4.110	    -0.051	     0.035	     0.035	    -0.018	    -0.018
     4.112	    -0.051	     0.035	     0.035	    -0.018	    -0.018
     4.114	    -0.051	     0.035	     0.035	    -0.018	    -0.018
     4.116	    -0.051	     0.035	     0.034	    -0.018	    -0.018
     4.118	    -0.051	     0.034	     0.034	    -0.018	    -0.018
     4.120	    -0.051	     0.034	     0.034	    -0.018	    -0.018
     4.122	    -0.051	     0.034	     0.034	    -0.018	    -0.018
     4.124	    -0.051	     0.034	     0.034	    -0.018	    -0.018
     4.126	    -0.050	     0.034	     0.034	    -0.018	    -0.018
     4.128	    -0.050	     0.034	     0.034	    -0.018	    -0.018
     4.130	    -0.050	     0.034	     0.034	    -0.018	    -0.018
     4.132	    -0.050	     0.034	     0.034	    -0.018	    -0.018
     4.134	    -0.050	     0.034	     0.034	    -0.018	    -0.018
     4.136	    -0.050	     0.034	     0.034	    -0.018	    -0.018
     4.138	    -0.050	     0.034	     0.034	    -0.018	    -0.018
     4.140	    -0.050	     0.034	     0.034	    -0.018	    -0.018
     4.142	    -0.050	     0.034	     0.034	    -0.018	    -0.018
     4.144	    -0.050	     0.034	     0.034	    -0.018	    -0.018
     4.146	    -0.050	     0.034	     0.034	    -0.018	    -0.018
     4.148	    -0.050	     0.034	     0.034	    -0.018	    -0.018
     4.150	    -0.050	     0.034	     0.034	    -0.018	    -0.018
     4.152	    -0.050	     0.034	     0.034	    -0.018	    -0.018
     4.154	    -0.050	     0.034	     0.034	    -0.018	    -0.018
     4.156	    -0.049	     0.034	     0.034	    -0.018	    -0.018
     4.158	    -0.049	     0.034	     0.034	    -0.018	    -0.018
     4.160	    -0.049	     0.034	     0.034	    -0.018	    -0.018
     4.162	    -0.049	     0.034	     0.034	    -0.018	    -0.018
     4.164	    -0.049	     0.034	     0.034	    -0.018	    -0.018
     4.166	    -0.049	     0.034	     0.034	    -0.018	    -0.018
     4.168	    -0.049	     0.034	     0.034	    -0.018	    -0.018
     4.170	    -0.049	     0.034	     0.034	    -0.018	    -0.018
     4.172	    -0.049	     0.033	     0.033	    -0.018	    -0.018
     4.174	    -0.049	     0.033	     0.033	    -0.018	    -0.018
     4.176	    -0.049	     0.033	     0.033	    -0.018	    -0.018
     4.178	    -0.049	     0.033	     0.033	    -0.018	    -0.018
     4.180	    -0.049	     0.033	     0.033	    -0.018	    -0.018
     4.182	    -0.049	     0.033	     0.033	    -0.018	    -0.018
     4.184	    -0.049	     0.033	     0.033	    -0.018	    -0.018
     4.186	    -0.048	     0.033	     0.033	    -0.018	    -0.018
     4.188	    -0.048	     0.033	     0.033	    -0.018	    -0.018
     4.190	    -0.048	     0.033	     0.033	    -0.018	    -0.018
     4.192	    -0.048	     0.033	     0.033	    -0.018	    -0.018
     4.194	    -0.048	     0.033	     0.033	    -0.018	    -0.018
     4.196	    -0.048	     0.033	     0.033	    -0.018	    -0.018
     4.198	    -0.048	     0.033	     0.033	    -0.018	    -0.018
     4.200	    -0.048	     0.033	     0.033	    -0.018	    -0.018
     4.202	    -0.048	     0.033	     0.033	    -0.018	    -0.018
     4.204	    -0.048	     0.033	     0.033	    -0.018	    -0.018
     4.206	    -0.048	     0.033	     0.033	    -0.018	    -0.018
     4.208	    -0.048	     0.033	     0.033	    -0.018	    -0.018
     4.210	    -0.048	     0.033	     0.033	    -0.018	    -0.018
     4.212	    -0.048	     0.033	     0.033	    -0.018	    -0.018
     4.214	    -0.048	     0.033	     0.033	    -0.018	    -0.018
     4.216	    -0.047	     0.033	     0.033	    -0.018	    -0.018
     4.218	    -0.047	     0.033	     0.033	    -0.018	    -0.018
     4.220	    -0.047	     0.033	     0.033	    -0.018	    -0.018
     4.222	    -0.047	     0.033	     0.033	    -0.018	    -0.018
     4.224	    -0.047	     0.033	     0.033	    -0.018	    -0.018
     4.226	    -0.047	     0.033	     0.033	    -0.018	    -0.018
     4.228	    -0.047	     0.032	     0.032	    -0.018	    -0.018
     4.230	    -0.047	     0.032	     0.032	    -0.018	    -0.018
     4.232	    -0.047	     0.032	     0.032	    -0.018	    -0.018
     4.234	    -0.047	     0.032	     0.032	    -0.018	    -0.018
     4.236	    -0.047	     0.032	     0.032	    -0.018	    -0.018
     4.238	    -0.047	     0.032	     0.032	    -0.018	    -0.018
     4.240	    -0.047	     0.032	     0.032	    -0.018	    -0.018
     4.242	    -0.047	     0.032	     0.032	    -0.018	    -0.018
     4.244	    -0.047	     0.032	     0.032	    -0.018	    -0.018
     4.246	    -0.046	     0.032	     0.032	    -0.018	    -0.018
     4.248	    -0.046	     0.032	     0.032	    -0.018	    -0.018
     4.250	    -0.046	     0.032	     0.032	    -0.018	    -0.018
     4.252	    -0.046	     0.032	     0.032	    -0.018	    -0.018
     4.254	    -0.046	     0.032	     0.032	    -0.018	    -0.018
     4.256	    -0.046	     0.032	     0.032	    -0.018	    -0.018
     4.258	    -0.046	     0.032	     0.032	    -0.018	    -0.018
     4.260	    -0.046	     0.032	     0.032	    -0.018	    -0.018
     4.262	    -0.046	     0.032	     0.032	    -0.018	    -0.018
     4.264	    -0.046	     0.032	     0.032	    -0.018	    -0.018
     4.266	    -0.046	     0.032	     0.032	    -0.018	    -0.018
     4.268	    -0.046	     0.032	     0.032	    -0.018	    -0.018
     4.270	    -0.046	     0.032	     0.032	    -0.018	    -0.018
     4.272	    -0.046	     0.032	     0.032	    -0.018	    -0.018
     4.274	    -0.046	     0.032	     0.032	    -0.018	    -0.018
     4.276	    -0.046	     0.032	     0.032	    -0.018	    -0.018
     4.278	    -0.045	     0.032	     0.032	    -0.018	    -0.018
     4.280	    -0.045	     0.032	     0.032	    -0.018	    -0.018
     4.282	    -0.045	     0.032	     0.032	    -0.018	    -0.018
     4.284	    -0.045	     0.031	     0.031	    -0.018	    -0.018
     4.286	    -0.045	     0.031	     0.031	    -0.018	    -0.018
     4.288	    -0.045	     0.031	     0.031	    -0.018	    -0.018
     4.290	    -0.045	     0.031	     0.031	    -0.018	    -0.018
     4.292	    -0.045	     0.031	     0.031	    -0.018	    -0.018
     4.294	    -0.045	     0.031	     0.031	    -0.018	    -0.018
     4.296	    -0.045	     0.031	     0.031	    -0.018	    -0.018
     4.298	    -0.045	     0.031	     0.031	    -0.018	    -0.018
     4.300	    -0.045	     0.031	     0.031	    -0.018	    -0.018
     4.302	    -0.045	     0.031	     0.031	    -0.018	    -0.018
     4.304	    -0.045	     0.031	     0.031	    -0.018	    -0.018
     4.306	    -0.045	     0.031	     0.031	    -0.018	    -0.018
     4.308	    -0.045	     0.031	     0.031	    -0.018	    -0.018
     4.310	    -0.044	     0.031	     0.031	    -0.018	    -0.018
     4.312	    -0.044	     0.031	     0.031	    -0.018	    -0.018
     4.314	    -0.044	     0.031	     0.031	    -0.018	    -0.018
     4.316	    -0.044	     0.031	     0.031	    -0.018	    -0.018
     4.318	    -0.044	     0.031	     0.031	    -0.018	    -0.018
     4.320	    -0.044	     0.031	     0.031	    -0.018	    -0.018
     4.322	    -0.044	     0.031	     0.031	    -0.018	    -0.018
     4.324	    -0.044	     0.031	     0.031	    -0.018	    -0.018
     4.326	    -0.044	     0.031	     0.031	    -0.018	    -0.018
     4.328	    -0.044	     0.031	     0.031	    -0.018	    -0.018
     4.330	    -0.044	     0.031	     0.031	    -0.018	    -0.018
     4.332	    -0.044	     0.031	     0.031	    -0.018	    -0.017
     4.334	    -0.044	     0.031	     0.031	    -0.017	    -0.017
     4.336	    -0.044	     0.031	     0.031	    -0.017	    -0.017
     4.338	    -0.044	     0.031	     0.031	    -0.017	    -0.017
     4.340	    -0.044	     0.031	     0.030	    -0.017	    -0.017
     4.342	    -0.043	     0.030	     0.030	    -0.017	    -0.017
     4.344	    -0.043	     0.030	     0.030	    -0.017	    -0.017
     4.346	    -0.043	     0.030	     0.030	    -0.017	    -0.017
     4.348	    -0.043	     0.030	     0.030	    -0.017	    -0.017
     4.350	    -0.043	     0.030	     0.030	    -0.017	    -0.017
     4.352	    -0.043	     0.030	     0.030	    -0.017	    -0.017
     4.354	    -0.043	     0.030	     0.030	    -0.017	    -0.017
     4.356	    -0.043	     0.030	     0.030	    -0.017	    -0.017
     4.358	    -0.043	     0.030	     0.030	    -0.017	    -0.017
     4.360	    -0.043	     0.030	     0.030	    -0.017	    -0.017
     4.362	    -0.043	     0.030	     0.030	    -0.017	    -0.017
     4.364	    -0.043	     0.030	     0.030	    -0.017	    -0.017
     4.366	    -0.043	     0.030	     0.030	    -0.017	    -0.017
     4.368	    -0.043	     0.030	     0.030	    -0.017	    -0.017
     4.370	    -0.043	     0.030	     0.030	    -0.017	    -0.017
     4.372	    -0.043	     0.030	     0.030	    -0.017	    -0.017
     4.374	    -0.043	     0.030	     0.030	    -0.017	    -0.017
     4.376	    -0.042	     0.030	     0.030	    -0.017	    -0.017
     4.378	    -0.042	     0.030	     0.030	    -0.017	    -0.017
     4.380	    -0.042	     0.030	     0.030	    -0.017	    -0.017
     4.382	    -0.042	     0.030	     0.030	    -0.017	    -0.017
     4.384	    -0.042	     0.030	     0.030	    -0.017	    -0.017
     4.386	    -0.042	     0.030	     0.030	    -0.017	    -0.017
     4.388	    -0.042	     0.030	     0.030	    -0.017	    -0.017
     4.390	    -0.042	     0.030	     0.030	    -0.017	    -0.017
     4.392	    -0.042	     0.030	     0.030	    -0.017	    -0.017
     4.394	    -0.042	     0.030	     0.030	    -0.017	    -0.017
     4.396	    -0.042	     0.030	     0.030	    -0.017	    -0.017
     4.398	    -0.042	     0.029	     0.029	    -0.017	    -0.017
     4.400	    -0.042	     0.029	     0.029	    -0.017	    -0.017
     4.402	    -0.042	     0.029	     0.029	    -0.017	    -0.017
     4.404	    -0.042	     0.029	     0.029	    -0.017	    -0.017
     4.406	    -0.042	     0.029	     0.029	    -0.017	    -0.017
     4.408	    -0.042	     0.029	     0.029	    -0.017	    -0.017
     4.410	    -0.041	     0.029	     0.029	    -0.017	    -0.017
     4.412	    -0.041	     0.029	     0.029	    -0.017	    -0.017
     4.414	    -0.041	     0.029	     0.029	    -0.017	    -0.017
     4.416	    -0.041	     0.029	     0.029	    -0.017	    -0.017
     4.418	    -0.041	     0.029	     0.029	    -0.017	    -0.017
     4.420	    -0.041	     0.029	     0.029	    -0.017	    -0.017
     4.422	    -0.041	     0.029	     0.029	    -0.017	    -0.017
     4.424	    -0.041	     0.029	     0.029	    -0.017	    -0.017
     4.426	    -0.041	     0.029	     0.029	    -0.017	    -0.017
     4.428	    -0.041	     0.029	     0.029	    -0.017	    -0.017
     4.430	    -0.041	     0.029	     0.029	    -0.017	    -0.017
     4.432	    -0.041	     0.029	     0.029	    -0.017	    -0.017
     4.434	    -0.041	     0.029	     0.029	    -0.017	    -0.017
     4.436	    -0.041	     0.029	     0.029	    -0.017	    -0.017
     4.438	    -0.041	     0.029	     0.029	    -0.017	    -0.017
     4.440	    -0.041	     0.029	     0.029	    -0.017	    -0.017
     4.442	    -0.041	     0.029	     0.029	    -0.017	    -0.017
     4.444	    -0.040	     0.029	     0.029	    -0.017	    -0.017
     4.446	    -0.040	     0.029	     0.029	    -0.017	    -0.017
     4.448	    -0.040	     0.029	     0.029	    -0.017	    -0.017
     4.450	    -0.040	     0.029	     0.029	    -0.017	    -0.017
     4.452	    -0.040	     0.029	     0.029	    -0.017	    -0.017
     4.454	    -0.040	     0.029	     0.029	    -0.017	    -0.017
